"price" "bedrooms" "bathrooms" "sqft_living" "sqft_lot" "floors" "waterfront" "view" "condition" "grade" "sqft_above" "sqft_basement" "yr_built" "yr_renovated" "zipcode" "sqft_living15" "sqft_lot15" "log10price"
"28" 332999.271120396 3 1 949.671663520411 5214.3020326496 1 0 0 3 7 829.732161881373 119.469404865892 1944 0 98126 1489.66282081342 7634.52199588747 5.52244328290951
"29" 713002.532113829 1 1 1179.66924329588 4000.00948103201 1.5 0 2 4 8 841.998183314376 341.257406140252 1910 0 98118 1418.26814963139 3997.83824373712 5.85309107218161
"30" 324998.975579365 3 2.5 2002.99738127436 7204.3707876619 2 0 0 3 8 2002.15721013959 0 1998 0 98003 2180.49837697563 7611.29498653856 5.51188199205294
"31" 529998.788312647 3 1.75 1549.1803258253 3680.30030177682 1 0 0 3 7 1050.90514455372 501.397062501713 1927 0 98117 1561.03919102269 4001.61004895716 5.7242748767145
"32" 600000.684307083 3 2.25 1479.99224587371 5401.21667890728 2 0 0 4 8 1478.24891966047 0.351183794234941 1914 0 98122 1281.14036538105 3600.69338440574 5.77815174570134
"33" 375001.729232203 3 1 1211.65413083183 7424.41541903596 1 0 0 4 6 1209.68835030002 0 1910 0 98133 1262.1556163639 7424.90982789967 5.57403327037911
"34" 347500.939249668 5 3 2230.38508841981 6552.94179974353 1 0 0 3 7 1330.71353568798 898.143610826001 2014 0 98168 2229.78575476477 9474.12881778934 5.540955982769
"35" 374998.716513665 4 2 2069.24927869015 9822.61773306779 1 0 0 5 7 2069.05303470618 0.230621795689825 1955 0 98006 1300.30798925839 9572.39004908397 5.57402978129575
"36" 749994.76157221 4 3.25 3430.11399056332 9869.23555575553 2 0 0 3 9 3428.01388296799 0 2014 0 98011 3360.9980676696 9724.32785606243 5.87505823002073
"37" 789998.876840068 4 2.75 2640.09946825649 8999.69011909452 2 0 0 3 10 2639.04625183425 0 1990 0 98052 2980.97902376796 9136.08125958241 5.89762647384423
"38" 290254.296866102 3 2.25 1719.41161802188 7886.15060679197 2 0 0 3 8 1719.27179488872 0.839599282457934 1983 0 98023 2338.39101972881 7885.08287463361 5.46277865766617
"39" 320000.1058255 2 1 849.303106215485 8399.74430313313 1 0 0 4 6 850.332692858184 0.16045300246229 1941 0 98166 1281.02486667449 8401.67420876174 5.5051501219431
"40" 698998.767114737 3 2 1820.84415055367 4078.45380650623 2 0 2 3 8 1817.72173991366 0 1937 1987 98107 2162.13790529198 5399.20503741877 5.84447640974319
"41" 579999.513482782 3 2.5 1739.1437914392 1235.83547737303 3 0 2 3 8 1740.85682318449 0 2008 0 98116 1738.00735478592 1279.08437383711 5.76342762926668
"42" 644998.939048888 3 2.75 1849.53816022178 16960.3854225673 1 0 2 4 8 1849.72960362618 1.33151025314137 1953 0 98177 2470.59752584973 13761.4731070646 5.80955900027001
"43" 706000.844908218 4 2.5 2510.12800457391 5435.69658948356 2 0 0 3 8 2510.57867275273 0 2011 0 98053 2519.60411756963 5436.83478773301 5.84880522079509
"44" 805000.424766549 3 3 3910.08283506225 19024.2786287522 2 0 0 3 11 3909.22813609619 0 1985 0 98014 1860.15048393973 15002.7562301375 5.90579610952777
"45" 1499999.30843379 4 3.25 3471.77428769241 5221.47527319472 2 0 0 3 10 2829.12281986031 640.50300539239 2005 0 98033 3089.91769923254 6757.79503389396 6.17609105882671
"46" 700000.413500091 8 2.5 2279.8140331783 2999.48071603592 1.5 0 0 3 7 1208.53174188919 1069.99286552774 1911 0 98105 1609.87023295227 3000.4758146407 5.84509829655819
"47" 329999.410054227 3 2.5 3040.2267091205 7231.25209383351 2 0 0 3 7 3040.06135244772 0.376741392405806 2003 0 98092 2761.71330518135 6926.85061780945 5.51851316348267
"48" 339902.19885969 4 1.5 1569.55710957256 9210.740586653 1 0 2 3 7 1400.55492152111 170.747493721829 1965 0 98030 2327.00970983579 9208.71665076178 5.5313539740845
"49" 859999.851237014 4 2.5 3070.13857415332 6922.73055292654 2 0 0 3 9 3071.05990255235 0.790458952702941 2009 0 98033 2188.08340754825 9218.25030902392 5.93449837611921
"50" 1437500.4856935 4 3.75 4411.14029147084 9230.34210042269 3 0 3 3 11 4411.27852099745 0 2001 0 98118 2159.41555407321 6599.75701041782 6.15760800009834
"51" 480000.06600602 5 2.25 2240.8794344772 5500.13961204553 1 0 0 3 7 1490.14198794002 749.095231693539 1959 0 98136 2009.07428899853 6050.89379127253 5.68124129709652
"52" 598991.435166001 5 3.5 3441.06923340807 6036.5211591176 2 0 0 3 9 3441.09486045098 1.61935404441514 2014 0 98045 3270.69411300688 6037.05693495405 5.7774206125617
"53" 490001.434147423 4 2.5 2999.8138719347 8644.42704140413 2 0 0 3 8 3000.15130687594 0.00352580892831969 1985 0 98034 1930.75575999704 8866.69035358128 5.69019735113341
"54" 269000.824918471 3 2.5 1561.56644734766 4200.17693075624 2 0 0 3 7 1559.11984189687 0 2003 0 98038 1559.68963073331 4200.91576992906 5.42975361181278
"55" 408505.3429918 3 2.75 2478.91921223214 209198.165343987 1.5 0 0 3 8 1870.32711685408 611.107603895706 2000 0 98010 2040.04624117007 219228.647232736 5.61119774120303
"56" 839999.37576061 4 3.5 2839.29360081487 40138.076868517 1 0 4 4 10 2840.41110958915 0.649038866780579 1986 0 98038 3180.01083851629 36851.6006051506 5.92427896331924
"57" 909999.085909862 3 2.5 2719.79762278172 7249.49572098816 2 0 0 3 9 2718.88595569628 0.141268634831924 1990 0 98033 2869.22171355963 7250.55052201805 5.95904095607439
"58" 2271149.41630889 4 3.25 4040.96130788061 18915.5186740922 1 0 0 4 9 4039.58153603392 0 1954 0 98039 3000.87070108587 18830.8324058232 6.35624570689427
"59" 6884999.96223249 6 7.75 9890.7645204451 31375.0922483891 2 0 4 3 13 8859.74785785155 1029.03421587053 2001 0 98039 4539.438581272 42729.7046017923 6.83790394221063
"60" 423999.990927076 3 1.75 1140.18839483963 3395.75125796895 1 0 0 5 7 620.346214560259 519.738323336367 1925 0 98107 1481.36068601641 3500.14922134979 5.62736584729952
"61" 462001.191873702 4 2.5 2640.52376492577 47481.0613439701 1 0 0 4 8 1589.48706884654 1049.43060369182 1979 0 98038 2389.48041714817 67414.2686953273 5.66464309595332
"62" 245000.49408432 3 2 1191.12804105076 4073.99290413953 1.5 0 0 5 6 1190.07952489498 0 1907 0 98118 1680.16424610646 5850.02730622513 5.3891669601926
"63" 330999.12848752 2 1 1479.14632347091 6209.07524597246 1 0 0 3 7 1080.44393930274 402.116159433032 1950 0 98133 1290.3763425372 7509.80420575613 5.51982685029065
"64" 225000.083609118 3 2.5 1589.9670623636 8447.99658162909 2 0 0 3 7 1587.53303592925 0 1989 0 98030 1750.16783477955 7172.15542046683 5.35218267949346
"65" 204999.793675157 4 1.5 1421.02219789878 8062.23565821636 1 0 0 3 7 940.985030416815 480.304684502363 1962 0 98198 1330.43983010297 7514.04354197107 5.31175342395436
"66" 378510.689898904 2 1 769.602685843727 5185.71808553386 1 0 0 3 7 771.041441952169 0 1947 0 98126 1259.86289278838 6549.01438928574 5.57807814935405
"67" 449948.660322692 4 2.25 3491.01466298001 8400.24171775386 1.5 0 0 4 8 3489.87629629808 0 1976 0 98058 2319.82772318047 8723.16813976174 5.65316296308526
"68" 440001.15390029 3 1.5 1270.89087000576 1412.55421361034 3 0 0 3 8 1269.65356687018 0.385373355714713 2007 0 98115 1270.51090357602 1412.33126106218 5.64345381542226
"69" 592501.522923155 3 2 1170.75625466486 6750.22026586318 1 0 0 5 7 801.346008272389 370.858634224977 1947 0 98115 1329.60055237317 6748.53961114478 5.77268947096277
"70" 180001.744016382 3 1 1383.78736919379 8960.71371897885 1 0 0 4 6 1385.27012931602 0 1965 0 98023 998.818120285803 8470.54465959867 5.25527671295343
"71" 449948.334994826 3 2 1879.84762181148 3049.7468836256 2 0 0 4 7 1880.83858992251 0.526382757947436 1902 0 98122 1679.78796382099 3599.98305763896 5.65316264907577
"72" 95000.6093081009 2 1 1068.5490828376 20449.7635735046 1 0 0 2 6 1070.38885858848 0 1948 0 98058 1359.61519751374 15581.7856337079 4.97772639074461
"73" 890002.323030887 4 2.25 2770.02389588359 13500.792006939 2 0 0 3 8 2768.14390529773 0.643780664505066 1974 0 98040 2300.45715868934 13500.1696593122 5.9493911402159
"74" 355000.348081617 4 2.5 2148.47648960746 3601.08059747772 2 0 0 3 7 2150.40814239566 0 2010 0 98038 2218.29547366654 3914.97614654794 5.55022877888566
"75" 640000.833951185 4 2 2308.93659191496 31849.6894511088 1.5 0 0 4 8 2308.1725753859 0 1984 0 98072 2709.05709611956 36041.3752580803 5.80618053989039
"76" 109999.337392394 3 1 1250.65162468059 53140.7327236439 1 0 0 5 6 1249.4459229068 1.34224605327768 1945 0 98038 1819.30492122506 217798.528879535 5.04139006908828
"77" 475499.705416194 3 1 1500.37866367273 9413.79115176986 1 0 0 4 8 1499.78198171015 0.652887111063494 1952 0 98133 1440.28120320887 7199.8522154611 5.67715025221736
"78" 604999.413686931 4 2 1821.36982482733 7627.43822874457 1 0 0 5 7 991.809093482489 829.59963554488 1941 0 98103 1390.48621749082 5903.91369733921 5.78175495377205
"79" 798999.155973312 4 2.5 3171.23312440223 94856.7734744085 1 0 0 4 9 1911.30425327905 1260.4326775739 1978 0 98072 2588.87468527032 65338.6956599021 5.90254632054512
"80" 316002.653206049 3 2.5 1490.46178246157 4076.87988384198 2 0 0 3 8 1490.13689201617 0 1998 0 98059 1308.27900309455 2768.09767224736 5.49969072903584
"81" 264998.877650956 3 2 1568.4573893547 5707.63389758272 1 0 0 3 7 1570.92204782527 0 1998 0 98092 1568.62701221751 5705.20041469133 5.42324403457443
"82" 668999.650022933 2 1.75 1951.15635040615 10765.6574095299 1 0 3 4 6 1159.87629903087 790.347906131229 1952 0 98166 1779.12504588116 11721.9472563103 5.82542589057328
"83" 199999.814564903 2 0.75 780.345294363535 55765.7800174812 1 0 0 4 4 779.636122313084 0 1945 0 98058 1620.08882420308 30845.9598766842 5.3010295929966
"84" 345000.337122836 3 1 1620.25504297774 10610.8859444686 1 0 0 4 6 1621.13033678692 0.52213149585248 1958 0 98059 1678.30100268728 10794.9282448194 5.53781951945158
"85" 351999.042945178 3 0.75 1238.65930006586 7199.9992975861 1 0 0 3 7 1239.42142112296 0.325976622952205 1947 0 98133 1210.46501217257 7199.2182618847 5.54654148267076
"86" 524998.617512572 3 2.25 1961.89246590925 12349.3529086041 1 0 0 4 7 1958.74829378376 0 1961 0 98027 1921.6005126042 13607.7648491207 5.72015815977272
"87" 270000.638144724 3 1 1241.34459982897 14109.6198686786 1 0 0 4 7 1240.23412219413 1.03970391823838 1972 0 98058 2059.66736275537 19351.4184289358 5.43136479061234
"88" 429997.907317676 4 1 1348.81696128459 9000.43241142572 1.5 0 0 4 7 1348.92277532329 0 1964 0 98103 1939.98222444675 7998.92231155941 5.63346634199215
"89" 265997.957922067 3 1.5 1120.27770735839 8250.03943697888 1 0 0 4 7 1119.06426571288 0.219435206762293 1957 0 98056 1321.01199313431 8400.90456302798 5.42487830254617
"90" 199998.309209792 4 2.75 1910.95843911469 7209.92808863033 1 0 0 4 7 1430.63444470582 479.626248512838 1980 0 98030 1749.62692451195 7446.7897943481 5.30102632414418
"91" 215000.66236661 3 2 1339.23011894568 8504.13700064651 1 0 0 3 6 1340.81556463897 0 1931 0 98168 1367.9763271576 8999.47708440294 5.3324397978771
"92" 338899.305826772 3 1.75 1180.18964884767 3998.35204761977 1 0 0 3 7 1040.41127305274 140.780761368412 1929 0 98118 1429.59862893687 4001.54133031348 5.5300706792655
"93" 785000.24541652 3 2 2180.74600502728 5440.31911074939 1 0 0 5 7 1099.04638912651 1079.73288075245 1904 0 98103 1469.37039879747 4109.51967932313 5.8948697925198
"94" 539998.925034403 3 1.75 1297.74089892998 62290.134529642 1 0 0 3 7 1300.16422551621 0 1983 0 98053 1849.88424023205 52270.5903721881 5.73239289528206
"95" 535000.60876146 2 1.5 1938.3402763489 5699.35543198911 1 0 0 3 7 970.663904599415 969.129122071417 1937 0 98117 1249.54541042499 5700.21962165631 5.72835427619243
"96" 764999.916144568 4 2.5 3190.36671006417 38118.6202396672 2 0 0 3 9 3190.62969229727 0 1988 0 98053 2557.83563338922 36279.452376748 5.88366138754845
"97" 324999.43928024 3 1 989.591074439776 6749.07296345671 1 0 0 4 6 988.95319729219 0.924338937357495 1947 0 98133 1440.0015502237 6859.01972156554 5.51188261169362
"98" 810000.361542678 2 2.75 2697.52597131013 8570.80518040926 1 0 0 3 9 2699.46349512409 0.0695804929092482 2007 0 98053 2680.93674289396 8569.23916987269 5.90848521272551
"99" 637799.769860807 4 1.75 2250.50794974074 4750.62546953326 1.5 0 0 4 7 1420.44556632569 830.516547685379 1924 0 98115 1927.92256523462 4749.66267866221 5.8046843581992
"100" 899998.592474856 2 1 1240.19459179452 5500.14128718618 1 0 0 3 7 1241.77059018589 0.179048968883175 1954 0 98102 2079.89831896552 4400.39200971879 5.95424183023835
"101" 1049999.80491007 3 3 3249.51163891378 5091.97631177811 2 0 3 3 10 3249.71432453442 1.0068117569372 2004 0 98146 2819.51856344289 7752.29377689871 6.02118921837805
"102" 1200000.34506907 4 3.5 3929.7281993799 43556.8782623608 2 0 0 3 10 3929.87170784802 0 2003 0 98072 2860.54799463479 36460.1696194764 6.07918137093227
"103" 473001.043289032 4 3.5 4369.75184222566 37191.6042420274 2 0 3 3 8 2780.69279950017 1590.75959937866 1996 0 98022 2858.53825713137 39356.0968561594 5.6748620986536
"104" 909950.332946128 5 3.75 3049.55042254848 8972.56262072792 2 0 0 3 9 3050.54548847898 0.615343225881124 2014 0 98033 2750.21129964049 8981.62160072009 5.95901768823748
"105" 240000.155728784 3 2.25 1480.66517256917 2820.34598302936 2 0 0 3 7 1479.68337967065 0 2012 0 98002 1483.56261901429 3028.32658381107 5.38021152351215
"106" 620001.16822301 3 2.5 1776.19646305332 1248.33853279538 3 0 0 3 8 1602.9015591306 174.29223119516 2006 0 98103 1780.06362743393 1246.41916132337 5.79239250780846
"107" 538999.150394367 3 2.25 1539.99221546048 5338.68172783251 1 0 0 5 7 769.80904210278 769.739058387926 1954 0 98115 1678.76498644101 6524.25837513906 5.73158808062398
"108" 720001.445033252 3 2 1588.13705022492 5200.65874541025 1 0 0 3 7 1321.29748459968 268.665665562392 1939 0 98103 1621.30863308709 5150.07402450396 5.85733336805535
"109" 179999.850590323 3 2.25 1990.06698602628 6349.80895926669 2 0 0 3 7 1988.74782133084 1.23337162433333 1967 0 98198 1220.4398381305 6249.09295066792 5.25527214461539
"110" 244999.841623572 4 2.5 1700.52231790175 4268.48698277477 2 0 0 3 7 1700.88013740356 0.261487863644726 2000 0 98001 1698.93086955406 4488.34448968595 5.38916580362155
"111" 420000.930164691 4 2.5 2032.52538139219 8100.01475403079 1 0 0 3 7 1150.01926680196 880.836858220726 1973 0 98034 1769.57743669009 8071.61644875193 5.6232502522192
"112" 1375000.17542128 5 4 3759.63241433312 22761.5508720668 1 0 3 4 11 1910.00957215088 1851.8278104079 1969 0 98040 3729.21438902114 11200.5035398968 6.13830275357318
"113" 957501.281459746 4 2.25 2359.67308395036 11523.0582380608 2 0 0 4 10 2360.52510178617 0.396564969666721 1968 0 98040 2848.47812788478 11359.9068559969 5.98113936387358
"114" 489999.925911175 3 1 960.979664598979 5748.68789504523 1 0 0 3 7 959.12486704832 0 1951 0 98116 1520.90780560106 5749.17526486797 5.69019601436245
"115" 317001.03953049 3 1.5 1058.90216879302 5750.19501353042 1 0 0 2 7 1061.16533149402 0 1981 0 98126 1061.74733069668 5751.36444501041 5.50106068638688
"116" 290000.607548534 3 1.5 1309.85862657785 8099.8570669341 1 0 0 3 7 1309.6911857655 0.0508386516746482 1965 0 98034 1329.872594404 8099.68133647532 5.46239890774275
"117" 214999.776180122 3 1 1179.67556283358 8999.38663583967 1 0 0 4 7 1181.76531889799 0.728868819923638 1970 0 98031 1289.58996659385 8315.6095936798 5.33243800780496
"118" 319999.855570617 4 2.5 2299.55733974784 3824.16761361745 2 0 0 3 7 2301.50019588196 0.773704475348586 2012 0 98042 2109.8278743398 3825.21694241095 5.5051497823046
"119" 181999.549446524 3 2.25 1961.36140990493 8877.11172889545 1 0 0 3 7 1290.90589474121 672.908603820642 1965 0 98003 1890.86505557096 8700.40576911573 5.26007031285798
"120" 356501.049186078 4 2.5 2567.57321184518 11473.5422676579 2 0 0 3 8 2569.18777722653 1.99095737353504 2008 0 98003 2430.18997389879 5997.91222483894 5.55206081232268
"121" 491150.578113781 3 2.5 1468.89452260079 3971.66567651993 2 0 0 3 7 1469.77095975572 0 2003 0 98053 1650.03373217825 3148.57825805068 5.69121465957383
"122" 731100.501611588 3 2.5 2060.31796854635 8778.40027314281 1 0 0 3 8 1158.54189177281 899.966499425815 1953 2010 98136 1991.12649033173 7561.40881420492 5.86397708187603
"123" 108998.855068418 2 0.5 581.224576964399 6899.57439142123 1 0 0 3 5 578.549123545363 1.03700340911615 1941 0 98118 1570.12682793843 5040.19712088677 5.03742193610503
"124" 449999.196837594 3 2.25 1758.37949174927 10011.2340312442 2 0 0 4 8 1761.94762564213 0.526775652165647 1983 0 98056 1809.5623589276 9768.57117552227 5.65321173864354
"125" 1370001.10743148 4 2.75 3717.74591442886 9449.26598892902 1 0 4 5 10 1960.6097860907 1759.35315933193 1962 0 98006 2899.28816003662 8603.27296031384 6.13672091821567
"126" 554999.422912604 4 1.75 2350.12943519882 6199.26151176645 1.5 0 0 4 7 1411.53955036037 940.79855890569 1946 0 98116 1800.8063622439 6147.84422802219 5.7442925315443
"127" 735000.068703334 6 2.75 3360.08312106728 84506.4819706341 1 0 0 5 7 2040.36600055472 1320.92286253944 1962 0 98052 2187.99850484956 43123.9755411703 5.8662873796794
"128" 326995.535010874 3 2.5 1860.55411251731 5319.80109635108 2 0 0 3 7 1859.45950455618 0 2000 0 98038 1939.69753919256 5205.91326929643 5.51454182258879
"129" 329998.436786757 4 2.5 3503.89266326489 6000.35152560158 2 0 0 3 7 3502.69052713492 0 2006 0 98001 2790.17395098913 5231.48267918288 5.51851188261579
"130" 1130000.82229856 4 3 3180.96565834291 4648.7704000055 2 0 0 4 9 2069.10913828459 1110.52744785922 1925 0 98105 2719.24974194175 5979.36261987025 6.05307875951846
"131" 593999.315181138 3 2.25 2080.36018948792 70567.8760833867 2 0 0 3 8 2077.57984209877 0 1990 0 98072 3731.12352234603 43558.805953891 5.77378594428553
"132" 935000.764578185 2 2.5 1778.62585457147 2067.2404300847 2 0 0 5 9 1780.11699265129 0 1974 0 98004 2321.33589842885 2066.88798303681 5.97081196600829
"133" 119902.057055818 2 1 700.074034609764 3179.7108999604 1 0 0 3 6 479.017825490423 218.591341121703 1951 0 98178 1759.94368941799 6361.85270635167 5.07882663397731
"134" 1010000.53220474 4 3.5 3129.57908939259 5000.03339774863 3 0 0 3 10 3130.61813863825 0 2014 0 98116 1948.99239388192 5152.22528554983 6.00432160262771
"135" 255001.416972396 3 1 1252.57528660743 9472.71584859195 1 0 0 4 6 1250.22485708325 0 1972 0 98059 1591.00116364463 9601.27557828222 5.40654259369507
"136" 918999.234429028 4 2.5 3619.36664705776 17132.2558757195 1 0 4 3 10 2219.25247790178 1399.25479059674 1993 0 98075 3530.25925605191 17026.501470988 5.96331514959788
"137" 435000.074970154 3 1 1049.11263218997 5501.11088497689 1 0 0 3 6 930.150343394079 120.559499280455 1920 0 98126 1409.790361935 5834.10116204105 5.63848933180319
"138" 1449998.20187433 5 3.5 4171.09377030848 9089.14758730357 2 0 0 3 10 4169.18590749655 0.350870969234218 2008 0 98004 1929.62658066299 13636.2979595236 6.16136746367184
"139" 566000.819220785 3 2.5 2091.00139135527 6293.89373367527 2 0 0 3 9 2090.71433019603 0.917100832212676 2004 0 98052 2519.83231245769 5734.95327753645 5.75281705977981
"140" 1374999.48783409 4 3.5 3499.93447447405 9523.27464568978 2 0 0 3 10 2461.74651699986 1037.76686677463 1996 0 98033 3160.04959764263 5996.89491148233 6.13830253639838
"141" 420002.171126913 4 2.25 2030.38171650506 11999.2413404814 2 0 0 3 7 2031.98657845625 0 1977 0 98011 2191.20363465064 9901.06750947883 5.62325153541219
"142" 425001.585563234 2 1 1320.55311098904 8831.52530526446 1 0 0 3 7 1020.30813542715 300.831318144794 1939 0 98199 1620.19048452299 8531.3431534586 5.62839055028579
"143" 678501.67982903 3 2 2460.6284859655 6600.22596639896 1 0 2 4 8 1370.46269355073 1089.53545531721 1952 0 98136 2149.89281729209 6601.1550996371 5.83155092721989
"144" 369000.33318024 3 2.25 1819.84700711905 99753.7212839654 1 0 0 4 7 1821.06983550764 0 1969 0 98092 1849.64756438709 117611.879249645 5.5670267582953
"145" 498000.375342936 2 2 1139.18336499327 8281.87684341947 1 0 0 3 6 1138.42901791983 1.11955278875609 1924 2009 98033 1651.71393592778 8999.55343947588 5.69722967008764
"146" 775000.313587671 5 1.5 1719.38872564572 4998.31593903267 1.5 0 0 3 8 1720.82419100798 1.35311524341211 1915 0 98103 1720.73541515972 4998.00232368122 5.88930187823453
"147" 303100.030727893 3 1.5 1641.6900335226 5648.6128739709 1 0 0 3 8 1641.37332258522 0 1952 0 98178 1639.41204765587 5649.77204923312 5.48158598039584
"148" 435000.523778811 4 2.5 2189.40793257905 6577.8855437961 2 0 0 3 7 2190.5089335913 0 2004 0 98065 2189.95394524521 5417.84977982455 5.63848977988363
"149" 360002.351035398 4 2.5 2489.16660286637 4751.20014450418 2 0 0 3 7 2488.62164516511 0 2001 0 98056 2509.88387960225 5233.30968290049 5.55630533698497
"150" 530999.639397118 3 2.5 2118.4169807546 9737.13627621077 2 0 0 3 9 2118.37795009777 1.28239676557348 1988 0 98011 2488.56661409753 8763.43325692277 5.72509422615135
"151" 402000.691861112 2 1 709.47471140329 5099.63244523346 1 0 0 5 7 711.582055346996 0 1905 0 98117 1531.65784105672 5100.3499441729 5.60422680052528
"152" 625002.422562376 3 1 1240.50377536446 4080.08700179657 1 0 0 3 7 1240.18447459615 0 1925 0 98103 2062.36822863224 4080.06842450852 5.79588170070957
"153" 511555.44153725 3 2 1399.60559601874 7292.87696845195 1 0 0 4 7 1400.25484721876 0 1963 0 98008 1598.02437787288 7960.55874386557 5.70889270872048
"154" 422499.768817873 3 1 1270.54856614384 8920.54455515917 1 0 0 5 7 1268.98385248946 0.761711496350294 1969 0 98056 1588.01591217224 8589.3055072457 5.62582647564985
"155" 275000.373031696 2 1 770.655355350583 4841.87513144393 1 0 0 4 7 769.519817428304 0.854707820810907 1927 0 98126 930.079371497422 4839.93611123563 5.43933328294116
"156" 951249.959833524 5 3 2709.70154522353 8227.13040295332 1 0 2 3 8 1909.52660573392 799.884883586319 1953 0 98199 2060.00717846378 5400.21939673848 5.97829465144057
