232970.27368124 1259752.87880043
171089.810795951 923963.478991102
267003.651244938 1449484.34830733
159923.827154028 862771.587589595
504976.525483895 2748705.18336328
151981.64938746 821718.753126863
187272.34133263 1014055.46723599
165858.716345157 895361.973565184
189409.30215731 1024281.25178648
147170.718421367 794362.015964376
263392.001491942 1426889.13762872
159473.564091495 861053.18933463
174990.419010815 945151.678319744
248558.157361717 1345653.91846127
194261.629943263 1053667.30262588
284171.502385334 1539144.54687622
312606.095913385 1696119.45349683
230814.133430507 1247263.16964711
605379.999825475 3280867.87930433
229669.76150024 1247769.34645223
388444.446184219 2108351.80969392
244707.656496315 1324011.49147764
216779.117560379 1173898.70856033
114950.452195686 619656.143344636
373183.707521091 2024680.81906516
271792.410049586 1477868.92420261
150164.624541724 810400.328841786
183070.260442829 991037.216697859
180445.274219855 974421.77286819
427211.820665597 2322379.2316244
301551.199511123 1633769.96770691
194815.081782756 1053553.57877503
149534.732247327 807010.022730978
496680.946701884 2698108.50952583
168177.719101002 909960.825099837
213844.360048825 1159240.25477901
212603.96074673 1149913.63040283
207815.022360748 1123722.4717171
255161.260532291 1384346.71523844
392194.069034917 2128425.43711003
242647.908620409 1318727.01219215
345736.715045604 1873037.14660952
144695.59706615 781029.16940788
223350.936967158 1206009.0777389
137937.310876555 744807.434381055
68641.2162926662 369358.503363064
196262.411570967 1061494.43726338
222121.390730589 1195347.45039367
163132.277906276 879983.161752285
273165.524212779 1479391.28515083
168088.271482857 907684.86012857
201096.376931477 1088296.99002569
158793.69767031 858195.119691323
305045.009483039 1646890.40157669
110651.676055859 596752.530898097
161821.546002904 873469.887581509
219507.816109617 1187776.04005689
194232.940280798 1049814.82405101
136496.235584502 738691.709804758
193137.246084869 1044003.84483107
236805.202366805 1280894.02983919
113957.260931391 614474.576170094
219549.108372857 1186871.46149284
198111.635459266 1078322.73613314
209105.335921207 1130641.85645794
150865.707418168 814170.086925601
142152.068535478 767369.815179882
169068.35101614 913069.265780368
104906.552164985 565929.203394966
204716.861426867 1107299.87823407
305275.193109335 1654588.17428637
163634.801265143 884344.477357973
813251.168658757 4441997.87873658
200010.817546174 1082630.15814345
110742.337903384 597208.023307596
210276.760200744 1134662.36787894
367959.810997618 2000333.37050826
149594.466146933 807253.018531356
162704.462477541 878132.756505544
252572.872303428 1370914.71460016
257352.680694705 1395779.62930096
144568.430804447 780332.793437026
115462.034843879 622531.005065397
222897.949469629 1204987.18952212
149325.798067801 805943.159338214
395288.571229728 2145304.40773394
166604.104341227 900670.813306138
182528.873278627 985918.570492606
212794.182733634 1152928.47579096
111200.487394999 599691.261536595
147367.929718895 795389.743123186
285547.584573375 1543348.40241598
187193.493643652 1012404.20209179
156213.410525839 843377.958511614
167405.308025537 906323.788786068
283494.24807874 1531955.60148951
167967.407281013 907102.858110048
174821.560764608 946988.1806907
151139.819833499 815595.459770605
379497.796937379 2061311.90324575
199881.410409803 1080914.46041106
192026.799189756 1041743.60048549
246867.952642287 1340032.2966614
165142.195334874 890857.874755755
197503.153152448 1068366.7197103
154147.322320462 832123.772208957
244714.645054599 1326450.71309566
321036.86338608 1741429.93589592
147559.099087195 796433.513852995
197325.015025247 1066969.53968423
